player_a,player_b,player_a_ranking,player_b_ranking,ranking_difference,player_a_recent_win_rate,player_b_recent_win_rate,player_a_wins
Alex De Minaur,Gael Monfils,12.0,211.0,199.0,0.9,0.6,0
Sebastian Korda,Alejandro Davidovich Fokina,38.0,43.0,5.0,0.6,0.4,1
Aleksandar Vukic,Ugo Humbert,82.0,38.0,-44.0,0.3,0.5,1
Francesco Passaro,Aslan Karatsev,115.0,124.0,9.0,0.25,0.3,1
Marin Cilic,Filip Krajinovic,17.0,48.0,31.0,0.8,0.6,0
Miomir Kecmanovic,Emilio Gomez,33.0,102.0,69.0,0.5,0.2,0
Daniel Elahi Galan,Marco Cecchinato,76.0,108.0,32.0,0.4,0.3,1
Alex De Minaur,Ugo Humbert,34.0,35.0,1.0,0.4,0.4,1
Alexander Zverev,Taylor Fritz,4.0,12.0,8.0,0.7,0.5,0
Mikael Ymer,Gregoire Barrere,100.0,167.0,67.0,0.6,0.2,1
Christopher Eubanks,Yannick Hanfmann,32.0,53.0,21.0,0.5,0.3,1
Jaume Munar,Diego Schwartzman,90.0,15.0,-75.0,0.4,0.6,0
Daniil Medvedev,Carlos Alcaraz,5.0,3.0,-2.0,0.5,0.8,0
J J Wolf,Alejandro Tabilo,87.0,71.0,-16.0,0.5,0.5,1
Novak Djokovic,Tim Van Rijthoven,3.0,104.0,101.0,0.9,1.0,1
Adrian Mannarino,Yannick Hanfmann,43.0,48.0,5.0,0.6,0.7,1
Sebastian Baez,Lorenzo Musetti,60.0,68.0,8.0,0.5,0.6,0
Alexander Zverev,Dominik Koepfer,6.0,62.0,56.0,0.8,0.6,1
Maxime Cressy,Marton Fucsovics,32.0,98.0,66.0,0.6,0.4,0
Mackenzie Mcdonald,Nikoloz Basilashvili,49.0,21.0,-28.0,0.3,0.2,1
Alejandro Davidovich Fokina,Jiri Vesely,37.0,68.0,31.0,0.5,0.5,0
Ugo Humbert,Gustavo Heide,15.0,178.0,163.0,0.5,0.3333333333333333,0
Marton Fucsovics,Alex De Minaur,35.0,30.0,-5.0,0.6,0.7,0
Francesco Passaro,Albert Ramos,126.0,72.0,-54.0,0.4,0.2,0
Alex Michelsen,Tomas Machac,65.0,44.0,-21.0,0.4,0.8,0
Laslo Djere,Maxime Cressy,62.0,69.0,7.0,0.5,0.4,1
Soon Woo Kwon,Andrey Rublev,81.0,11.0,-70.0,0.3,0.6,0
Dominic Thiem,Adrian Mannarino,102.0,68.0,-34.0,0.3,0.6,0
Marc Andrea Huesler,Ilya Ivashka,102.0,51.0,-51.0,0.2222222222222222,0.6,1
Marin Cilic,Tommy Paul,29.0,41.0,12.0,0.4,0.9,1
Ugo Humbert,Matteo Arnaldi,16.0,35.0,19.0,0.5,0.6,0
Daniel Evans,Alex De Minaur,184.0,10.0,-174.0,0.3,0.7,0
Aleksandar Vukic,Jannik Sinner,144.0,10.0,-134.0,0.5,0.6,0
Sebastian Korda,Yosuke Watanuki,31.0,138.0,107.0,0.7,0.5,1
Jannik Sinner,Holger Rune,4.0,8.0,4.0,0.8,0.5,1
Tommy Paul,Luciano Darderi,13.0,34.0,21.0,0.9,0.5,1
Thanasi Kokkinakis,Hubert Hurkacz,94.0,9.0,-85.0,0.6,0.7,0
Frances Tiafoe,Tomas Machac,17.0,75.0,58.0,0.3,0.6,0
Dusan Lajovic,Filip Misolic,53.0,228.0,175.0,0.4,0.4,1
John Isner,Jordan Thompson,106.0,55.0,-51.0,0.4,0.6,0
Aslan Karatsev,Francisco Cerundolo,40.0,39.0,-1.0,0.3,0.5,0
Andy Murray,Radu Albot,55.0,109.0,54.0,0.6,0.5,1
Aleksandar Kovacevic,Arthur Rinderknech,91.0,66.0,-25.0,0.1,0.5,1
Corentin Moutet,Yibing Wu,73.0,89.0,16.0,0.4,0.3,0
Aslan Karatsev,Jason Kubler,35.0,102.0,67.0,0.6,0.2,0
Holger Rune,Lorenzo Sonego,31.0,45.0,14.0,0.5,0.6,1
Flavio Cobolli,Daniil Medvedev,32.0,5.0,-27.0,0.7,0.5,0
Yoshihito Nishioka,Hady Habib,84.0,304.0,220.0,0.4,0.6,1
Sam Querrey,Ricardas Berankis,157.0,106.0,-51.0,0.4,0.5,0
Flavio Cobolli,Rafael Nadal,62.0,644.0,582.0,0.4,0.4,0
Arthur Rinderknech,Christopher Oconnell,97.0,71.0,-26.0,0.4,0.3,0
Holger Rune,Jiri Lehecka,14.0,34.0,20.0,0.6,0.6,1
Lorenzo Musetti,Jakub Mensik,17.0,81.0,64.0,0.8,0.5,1
Thiago Seyboth Wild,Andrey Rublev,68.0,6.0,-62.0,0.5,0.7,0
Luca Nardi,Zhizhen Zhang,123.0,50.0,-73.0,0.3,0.5,1
J J Wolf,Luca Van Assche,46.0,79.0,33.0,0.4,0.4,1
Taylor Fritz,Rinky Hijikata,9.0,84.0,75.0,0.7,0.5,1
Bernabe Zapata Miralles,Dennis Novak,126.0,117.0,-9.0,0.3,0.2,1
Roberto Carballes Baena,Taro Daniel,59.0,113.0,54.0,0.4,0.5,1
Reilly Opelka,Brandon Nakashima,25.0,68.0,43.0,0.2,0.6,1
Karen Khachanov,Emil Ruusuvuori,15.0,69.0,54.0,0.6,0.6,0
Alex De Minaur,Adrian Mannarino,24.0,45.0,21.0,0.5,0.3,1
Dominic Thiem,Marco Cecchinato,194.0,134.0,-60.0,0.1,0.2,0
Zsombor Piros,Mohamed Safwat,222.0,415.0,193.0,0.6,0.6666666666666666,1
Thiago Monteiro,Matteo Arnaldi,76.0,33.0,-43.0,0.4,0.7,0
Luca Nardi,Mitchell Krueger,78.0,192.0,114.0,0.3,0.4,0
Ugo Humbert,Jan Lennard Struff,110.0,132.0,22.0,0.3,0.4,0
Kei Nishikori,Taylor Fritz,439.0,9.0,-430.0,0.6,0.5,0
Fabian Marozsan,Jaume Munar,87.0,104.0,17.0,0.5,0.5,0
Roberto Bautista Agut,Daniel Evans,19.0,36.0,17.0,0.7,0.2,0
Leandro Riedi,Felix Auger Aliassime,162.0,19.0,-143.0,0.16666666666666666,0.6,0
Gianluca Mager,Egor Gerasimov,63.0,106.0,43.0,0.3,0.4,1
Holger Rune,Yuki Bhambri,9.0,571.0,562.0,0.8,0.4,1
Jenson Brooksby,Frances Tiafoe,43.0,29.0,-14.0,0.5,0.6,1
Maximilian Marterer,Alexander Bublik,170.0,26.0,-144.0,0.3,0.6,0
Tallon Griekspoor,Mackenzie Mcdonald,23.0,74.0,51.0,0.6,0.2,1
Luciano Darderi,Jan Lennard Struff,34.0,41.0,7.0,0.6,0.6,0
Marc Andrea Huesler,Gregoire Barrere,48.0,58.0,10.0,0.6,0.5,0
Roberto Carballes Baena,Francisco Cerundolo,73.0,33.0,-40.0,0.4,0.6,0
Hubert Hurkacz,Dusan Lajovic,11.0,53.0,42.0,0.8,0.4,1
Flavio Cobolli,David Goffin,48.0,100.0,52.0,0.6,0.3,1
Novak Djokovic,Jannik Sinner,1.0,4.0,3.0,0.9,0.9,1
Richard Gasquet,Christopher Oconnell,40.0,86.0,46.0,0.5,0.4,1
Alex De Minaur,Benjamin Bonzi,22.0,53.0,31.0,0.6,0.4,1
Arthur Rinderknech,Alex Michelsen,60.0,44.0,-16.0,0.4,0.6,1
Miomir Kecmanovic,Juncheng Shang,46.0,124.0,78.0,0.4,0.6,0
Luca Van Assche,Tomas Martin Etcheverry,85.0,61.0,-24.0,0.25,0.6,0
Richard Gasquet,Jannik Sinner,124.0,2.0,-122.0,0.2,0.8,0
Yosuke Watanuki,Taylor Fritz,336.0,7.0,-329.0,0.4,0.7,0
Facundo Bagnis,Dominic Thiem,135.0,116.0,-19.0,0.2,0.3,0
Jannik Sinner,Ben Shelton,4.0,15.0,11.0,0.9,0.9,1
Roman Safiullin,Andy Murray,50.0,39.0,-11.0,0.6,0.6,1
Jordan Thompson,Sebastian Korda,33.0,22.0,-11.0,0.8,0.7,0
Roman Safiullin,Mikael Ymer,88.0,69.0,-19.0,0.6,0.6,1
Casper Ruud,Jenson Brooksby,10.0,38.0,28.0,0.6,0.6,1
Kiranpal Pannu,Alex Knaff,454.0,644.0,190.0,0.16666666666666666,0.6666666666666666,0
Karen Khachanov,Thiago Seyboth Wild,15.0,65.0,50.0,0.8,0.3,0
Grigor Dimitrov,Juan Pablo Varillas,20.0,70.0,50.0,0.6,0.5,1
Cameron Norrie,Grigor Dimitrov,11.0,22.0,11.0,0.8,0.6,0
Mikael Ymer,Sebastian Korda,115.0,54.0,-61.0,0.4,0.5,1
Ugo Humbert,Alex De Minaur,46.0,25.0,-21.0,0.2,0.6,0
Jason Kubler,Jack Sock,99.0,103.0,4.0,0.4,0.4,1
Corentin Moutet,Cameron Norrie,66.0,57.0,-9.0,0.4,0.6,0
Andrey Rublev,Grigor Dimitrov,7.0,35.0,28.0,0.9,0.6,1
Botic Van De Zandschulp,Roberto Bautista Agut,65.0,48.0,-17.0,0.4,0.4,1
Borna Coric,Alexander Bublik,31.0,23.0,-8.0,0.5,0.7,0
Richard Gasquet,Brandon Nakashima,57.0,72.0,15.0,0.2,0.3,1
Rinky Hijikata,Frances Tiafoe,98.0,28.0,-70.0,0.2,0.5,1
Lorenzo Musetti,Bu Yunchaokete,19.0,96.0,77.0,0.7,0.6,0
Hubert Hurkacz,Marc Andrea Huesler,17.0,97.0,80.0,0.7,0.3,1
Arthur Cazaux,Zizou Bergs,98.0,82.0,-16.0,0.4,0.4,1
Matteo Arnaldi,Alex De Minaur,41.0,10.0,-31.0,0.6,0.7,0
Daniil Medvedev,Stefanos Tsitsipas,3.0,5.0,2.0,0.8,0.8,1
Egor Gerasimov,Gianluca Mager,113.0,62.0,-51.0,0.4,0.4,1
Jordan Thompson,Ugo Humbert,32.0,17.0,-15.0,0.6,0.5,1
Novak Djokovic,Casper Ruud,3.0,4.0,1.0,0.7,0.8,1
Jack Draper,Holger Rune,27.0,16.0,-11.0,0.6,0.7,0
Jannik Sinner,Jordan Thompson,1.0,32.0,31.0,0.8,0.7,1
David Goffin,Radu Albot,58.0,113.0,55.0,0.6,0.5,1
Adrian Mannarino,Nuno Borges,33.0,39.0,6.0,0.1,0.7,0
Adrian Mannarino,Jordan Thompson,27.0,71.0,44.0,0.8,0.5,0
Roberto Bautista Agut,Soon Woo Kwon,26.0,84.0,58.0,0.6,0.7,0
Alejandro Davidovich Fokina,Constant Lestienne,31.0,53.0,22.0,0.5,0.4,1
Nicolas Jarry,Corentin Moutet,19.0,79.0,60.0,0.6,0.4,0
Taylor Fritz,Jannik Sinner,5.0,1.0,-4.0,0.6,0.9,0
Federico Coria,Daniel Evans,65.0,29.0,-36.0,0.5,0.6,0
David Goffin,Andy Murray,45.0,135.0,90.0,0.2,0.5,0
Albert Ramos,Andrej Martin,44.0,115.0,71.0,0.5,0.5,1
Francisco Cerundolo,Casper Ruud,31.0,9.0,-22.0,0.5,0.6,1
Fabio Fognini,Daniel Altmaier,36.0,91.0,55.0,0.3,0.6,1
Roberto Carballes Baena,Tomas Martin Etcheverry,64.0,27.0,-37.0,0.3,0.4,0
John Millman,Daniil Medvedev,140.0,8.0,-132.0,0.4,0.5,0
Ugo Humbert,Botic Van De Zandschulp,34.0,67.0,33.0,0.6,0.5,1
Jaume Munar,Marin Cilic,72.0,29.0,-43.0,0.3,0.4,0
Tommy Paul,Mikael Ymer,31.0,79.0,48.0,0.7,0.7,0
Dimitar Kuzmanov,Cem Ilkel,189.0,259.0,70.0,0.5,0.4,0
Lorenzo Musetti,Stefanos Tsitsipas,19.0,5.0,-14.0,0.7,0.8,0
Sebastian Korda,Carlos Alcaraz,28.0,3.0,-25.0,0.5,0.8,0
Mitchell Krueger,Max Purcell,244.0,43.0,-201.0,0.4,0.3,0
Laslo Djere,Soon Woo Kwon,37.0,112.0,75.0,0.7,0.5,1
Daniel Elahi Galan,Brandon Nakashima,75.0,69.0,-6.0,0.7,0.6,0
Stefanos Tsitsipas,Alexander Zverev,5.0,3.0,-2.0,0.7,0.8,1
Daniel Elahi Galan,Radu Albot,70.0,105.0,35.0,0.5,0.3,1
Marton Fucsovics,Roberto Bautista Agut,58.0,20.0,-38.0,0.6,0.6,0
Jiri Lehecka,Mitchell Krueger,38.0,179.0,141.0,0.7,0.5,1
Rafael Nadal,Maxime Cressy,6.0,112.0,106.0,0.8,0.5,1
Thanasi Kokkinakis,Borna Coric,91.0,28.0,-63.0,0.3,0.7,0
Denis Shapovalov,Lorenzo Sonego,16.0,28.0,12.0,0.5,0.2,1
Benjamin Bonzi,Aslan Karatsev,69.0,15.0,-54.0,0.4,0.7,1
Grigor Dimitrov,Andy Murray,14.0,42.0,28.0,0.9,0.4,1
Karen Khachanov,Novak Djokovic,11.0,3.0,-8.0,0.6,0.6,0
Cameron Norrie,Sebastian Korda,13.0,32.0,19.0,0.7,0.6,0
Gregoire Barrere,Yannick Hanfmann,85.0,50.0,-35.0,0.2,0.4,1
Pablo Carreno Busta,Albert Ramos,18.0,38.0,20.0,0.4,0.3,1
Roberto Carballes Baena,Stefanos Tsitsipas,54.0,11.0,-43.0,0.6,0.6,0
Soon Woo Kwon,Jurij Rodionov,65.0,194.0,129.0,0.5,0.5,1
Taro Daniel,Marcos Giron,62.0,44.0,-18.0,0.5,0.7,0
Matteo Berrettini,Holger Rune,44.0,14.0,-30.0,0.7,0.6,0
Tommy Paul,Carlos Alcaraz,19.0,1.0,-18.0,0.8,0.9,0
Feliciano Lopez,Jordan Thompson,102.0,83.0,-19.0,0.3,0.3,0
Pedro Martinez,Sebastian Baez,72.0,78.0,6.0,0.6,0.5,1
Novak Djokovic,Alejandro Davidovich Fokina,2.0,23.0,21.0,0.9,0.6,1
Frances Tiafoe,Denis Shapovalov,26.0,118.0,92.0,0.4,0.4,0
Casper Ruud,Roberto Bautista Agut,7.0,18.0,11.0,0.7,0.7,1
Richard Gasquet,Dominic Stricker,82.0,136.0,54.0,0.6,0.6,1
Cameron Norrie,Taylor Fritz,8.0,12.0,4.0,0.8,0.6,1
Tomas Martin Etcheverry,Grigor Dimitrov,40.0,9.0,-31.0,0.5,0.6,0
Mikael Ymer,Liam Broady,61.0,147.0,86.0,0.3,0.5,1
Tomas Martin Etcheverry,Christopher Oconnell,35.0,79.0,44.0,0.6,0.5,0
Diego Schwartzman,Frances Tiafoe,16.0,26.0,10.0,0.5,0.6,0
Aslan Karatsev,Shintaro Mochizuki,50.0,215.0,165.0,0.7,0.2,1
Jordan Thompson,Jenson Brooksby,83.0,54.0,-29.0,0.4,0.7,0
James Duckworth,Aleksandar Vukic,63.0,85.0,22.0,0.3,0.6,0
Stefanos Tsitsipas,Lucas Pouille,11.0,273.0,262.0,0.7,0.4,1
Christopher Oconnell,Christopher Eubanks,73.0,43.0,-30.0,0.6,0.8,0
Dominic Stricker,Chun Hsin Tseng,111.0,90.0,-21.0,0.5,0.3,1
Pablo Carreno Busta,Fabio Fognini,15.0,64.0,49.0,0.5,0.4,1
Marco Trungelliti,Alexander Shevchenko,138.0,58.0,-80.0,0.4,0.3,0
Mackenzie Mcdonald,Mikael Ymer,64.0,61.0,-3.0,0.3,0.3,1
Thiago Seyboth Wild,Alejandro Davidovich Fokina,79.0,26.0,-53.0,0.4,0.4,0
Filip Krajinovic,Thiago Monteiro,45.0,110.0,65.0,0.5,0.5,0
Stefanos Tsitsipas,Tomas Martin Etcheverry,12.0,31.0,19.0,0.8,0.6,1
Stefanos Tsitsipas,Sebastian Ofner,5.0,118.0,113.0,0.7,0.3333333333333333,1
Cameron Norrie,Alexander Zverev,42.0,4.0,-38.0,0.5,0.8,0
Marcos Giron,James Duckworth,58.0,83.0,25.0,0.3,0.5,1
Alex De Minaur,Stefanos Tsitsipas,19.0,5.0,-14.0,0.7,0.6,0
Casper Ruud,Giulio Zeppieri,4.0,129.0,125.0,0.7,0.4,1
Viktor Durasovic,Filip Krajinovic,345.0,42.0,-303.0,0.4,0.3,0
Pedro Cachin,Taro Daniel,57.0,95.0,38.0,0.5,0.3,0
Albert Ramos,Facundo Bagnis,31.0,74.0,43.0,0.6,0.2,1
Jordan Thompson,Quentin Halys,84.0,64.0,-20.0,0.4,0.2,0
Lorenzo Sonego,Benoit Paire,32.0,80.0,48.0,0.4,0.1,1
Richard Gasquet,Zhizhen Zhang,63.0,60.0,-3.0,0.3,0.6,0
Carlos Alcaraz,Novak Djokovic,3.0,2.0,-1.0,0.9,0.9,0
Andrey Rublev,Taylor Fritz,8.0,13.0,5.0,0.6,0.7,0
Luciano Darderi,Tomas Barrios Vera,136.0,108.0,-28.0,0.6666666666666666,0.3,1
Pedro Martinez,Miomir Kecmanovic,57.0,60.0,3.0,0.8,0.4,1
Hubert Hurkacz,Egor Gerasimov,11.0,106.0,95.0,0.4,0.3,1
Pedro Cachin,Novak Djokovic,68.0,2.0,-66.0,0.5,0.9,0
Elias Ymer,Pedro Martinez,131.0,52.0,-79.0,0.6,0.1,0
Alexandre Muller,Sebastian Korda,84.0,33.0,-51.0,0.2,0.5,0
Daniil Medvedev,Jannik Sinner,4.0,3.0,-1.0,0.8,0.9,0
Alejandro Tabilo,Federico Delbonis,146.0,131.0,-15.0,0.5,0.2,0
Casper Ruud,Cameron Norrie,6.0,30.0,24.0,0.8,0.6,1
Arthur Rinderknech,Christopher Eubanks,56.0,106.0,50.0,0.7,0.5,1
Thiago Seyboth Wild,Hugo Dellien,81.0,112.0,31.0,0.2,0.0,0
Luca Van Assche,Francisco Cerundolo,77.0,20.0,-57.0,0.4,0.7,0
Botic Van De Zandschulp,Christopher Oconnell,31.0,87.0,56.0,0.5,0.3,0
Pavel Kotov,Arthur Rinderknech,65.0,94.0,29.0,0.6,0.4,1
Yosuke Watanuki,Miomir Kecmanovic,102.0,60.0,-42.0,0.4,0.6,0
Botic Van De Zandschulp,Rafael Nadal,25.0,4.0,-21.0,0.6,0.8,0
Gael Monfils,Carlos Alcaraz,28.0,19.0,-9.0,0.7,0.9,0
Adrian Mannarino,Christopher Eubanks,43.0,77.0,34.0,0.7,0.6,0
Lorenzo Musetti,Yoshihito Nishioka,19.0,45.0,26.0,0.7,0.4,1
Dusan Lajovic,Carlos Alcaraz,76.0,1.0,-75.0,0.7,0.9,0
Mikael Ymer,Nick Kyrgios,115.0,63.0,-52.0,0.4,0.8,0
Denis Shapovalov,J J Wolf,22.0,99.0,77.0,0.3,0.6,0
Tomas Machac,Alexei Popyrin,158.0,89.0,-69.0,0.5,0.2,1
Ugo Humbert,Arthur Fils,15.0,23.0,8.0,0.5,0.8,1
Lorenzo Sonego,Miomir Kecmanovic,55.0,47.0,-8.0,0.3,0.5,1
Casper Ruud,Tomas Machac,7.0,44.0,37.0,0.8,0.8,1
Jordan Thompson,Cameron Norrie,76.0,13.0,-63.0,0.5,0.7,0
Matteo Berrettini,Miomir Kecmanovic,84.0,66.0,-18.0,0.6,0.3,0
Hugo Dellien,Joao Sousa,111.0,143.0,32.0,0.4,0.2,1
Emil Ruusuvuori,Christopher Oconnell,43.0,65.0,22.0,0.7,0.4,1
John Millman,Marcos Giron,80.0,59.0,-21.0,0.4,0.5,0
Fabio Fognini,Roman Safiullin,74.0,60.0,-14.0,0.4,0.5,0
Jack Draper,Hubert Hurkacz,56.0,13.0,-43.0,0.7,0.6,0
Tommy Paul,Luca Nardi,17.0,123.0,106.0,0.8,0.3,1
Carlos Alcaraz,Matteo Berrettini,1.0,38.0,37.0,1.0,0.4,1
Andrey Rublev,Ricardas Berankis,8.0,107.0,99.0,0.6,0.5,1
Roberto Carballes Baena,Nicolas Jarry,78.0,145.0,67.0,0.3,0.2,1
Diego Schwartzman,Maxime Cressy,24.0,34.0,10.0,0.4,0.3,0
Stan Wawrinka,Corentin Moutet,295.0,112.0,-183.0,0.3,0.4,0
Nicolas Jarry,Gregoire Barrere,28.0,57.0,29.0,0.8,0.5,0
Corentin Moutet,Adrian Mannarino,80.0,43.0,-37.0,0.3,0.6,0
Learner Tien,Jakub Mensik,122.0,48.0,-74.0,0.5,0.6,1
Laslo Djere,Brandon Nakashima,38.0,68.0,30.0,0.8,0.4,1
Giovanni Mpetshi Perricard,Tomas Martin Etcheverry,117.0,29.0,-88.0,0.4,0.6,1
Casper Ruud,Cameron Norrie,8.0,12.0,4.0,0.7,0.8,1
Gijs Brouwer,Holger Rune,160.0,9.0,-151.0,0.5714285714285714,0.8,1
Fabian Marozsan,Jan Lennard Struff,43.0,41.0,-2.0,0.3,0.6,0
Zhizhen Zhang,Tomas Martin Etcheverry,60.0,31.0,-29.0,0.6,0.5,1
Sebastian Baez,Andrey Rublev,34.0,8.0,-26.0,0.6,0.6,1
Novak Djokovic,Roberto Carballes Baena,1.0,63.0,62.0,0.7,0.6,1
Aleksandar Vukic,Max Purcell,87.0,100.0,13.0,0.3,0.3,1
Andrey Rublev,Cameron Norrie,11.0,9.0,-2.0,0.6,0.8,1
Diego Schwartzman,Lorenzo Sonego,15.0,22.0,7.0,0.7,0.7,1
Jack Draper,Gilles Simon,146.0,139.0,-7.0,0.3333333333333333,0.4,1
Jack Draper,Andrey Rublev,123.0,8.0,-115.0,0.6,0.7,0
Dusan Lajovic,Nicolas Jarry,51.0,54.0,3.0,0.7,0.5,0
Hugo Dellien,Fernando Verdasco,103.0,201.0,98.0,0.2222222222222222,0.3,0
Benjamin Bonzi,Tommy Paul,59.0,37.0,-22.0,0.7,0.7,0
Borna Coric,Tallon Griekspoor,37.0,23.0,-14.0,0.6,0.5,1
Grigor Dimitrov,Alejandro Davidovich Fokina,29.0,46.0,17.0,0.6,0.5,0
Jason Kubler,Daniel Elahi Galan,71.0,94.0,23.0,0.6,0.2,1
Marin Cilic,Karen Khachanov,24.0,27.0,3.0,0.7,0.6,0
Taro Daniel,Taylor Fritz,85.0,12.0,-73.0,0.3,0.7,0
Thiago Seyboth Wild,Tallon Griekspoor,78.0,25.0,-53.0,0.4,0.5,0
Flavio Cobolli,Alexander Shevchenko,56.0,61.0,5.0,0.6,0.5,1
Hugo Gaston,Sebastian Baez,91.0,18.0,-73.0,0.5,0.5,1
Jiri Lehecka,Joao Sousa,68.0,61.0,-7.0,0.3,0.3,1
Hubert Hurkacz,Alexei Popyrin,6.0,62.0,56.0,0.8,0.7,0
Tommy Paul,Dusan Lajovic,39.0,46.0,7.0,0.6,0.3,1
Ugo Humbert,Andrey Rublev,77.0,7.0,-70.0,0.6,0.7,0
Marc Andrea Huesler,Lorenzo Musetti,95.0,30.0,-65.0,0.5,0.5,1
Alejandro Tabilo,Juan Pablo Varillas,54.0,87.0,33.0,0.7,0.5,1
Gael Monfils,Alexei Popyrin,46.0,30.0,-16.0,0.5,0.8,1
Abedallah Shelbayh,Lorenzo Sonego,215.0,49.0,-166.0,0.16666666666666666,0.6,0
Jaume Munar,Yoshihito Nishioka,55.0,39.0,-16.0,0.4,0.6,0
Ugo Humbert,Matteo Berrettini,33.0,36.0,3.0,0.6,0.5,0
Soon Woo Kwon,Benoit Paire,71.0,60.0,-11.0,0.4,0.1,1
Alex Molcan,Hugo Gaston,86.0,109.0,23.0,0.6,0.2,1
Jurij Rodionov,Roberto Bautista Agut,145.0,20.0,-125.0,0.4,0.6,0
Dominik Koepfer,Roberto Carballes Baena,54.0,68.0,14.0,0.4,0.7,0
Diego Schwartzman,J J Wolf,26.0,67.0,41.0,0.2,0.6,0
Steve Johnson,Aslan Karatsev,115.0,22.0,-93.0,0.4,0.5,1
Andrea Vavassori,Dominik Koepfer,168.0,52.0,-116.0,0.5,0.4,0
Zhizhen Zhang,Laslo Djere,79.0,57.0,-22.0,0.4,0.4,0
Lloyd Harris,Yoshihito Nishioka,44.0,96.0,52.0,0.3,0.3,1
Jiri Lehecka,Marcos Giron,41.0,75.0,34.0,0.6,0.5,0
Aleksandar Vukic,Tallon Griekspoor,87.0,23.0,-64.0,0.4,0.6,0
Damir Dzumhur,Gael Monfils,96.0,46.0,-50.0,0.4,0.4,0
Nikoloz Basilashvili,Ilya Ivashka,20.0,44.0,24.0,0.4,0.4,1
Juan Pablo Varillas,Arthur Fils,69.0,38.0,-31.0,0.4,0.4,0
Liam Broady,Rinky Hijikata,121.0,84.0,-37.0,0.5,0.4,0
Alexandre Muller,Andy Murray,75.0,50.0,-25.0,0.4,0.2,0
Stefanos Tsitsipas,Carlos Alcaraz,5.0,1.0,-4.0,0.8,0.8,0
Fernando Verdasco,Sebastian Baez,200.0,77.0,-123.0,0.2,0.4,0
Sumit Nagal,Matteo Arnaldi,93.0,38.0,-55.0,0.5,0.5,1
Matteo Berrettini,Botic Van De Zandschulp,10.0,29.0,19.0,0.7,0.5,1
Juncheng Shang,Alejandro Davidovich Fokina,111.0,28.0,-83.0,0.5,0.4,0
Dominic Thiem,Borna Coric,99.0,23.0,-76.0,0.6,0.6,0
Stefanos Tsitsipas,Jannik Sinner,4.0,10.0,6.0,0.5,0.8,1
Dominic Stricker,Arthur Fils,149.0,34.0,-115.0,0.3,0.5,0
Seong Chan Hong,Dusan Lajovic,194.0,52.0,-142.0,0.16666666666666666,0.3,0
Thiago Monteiro,Grigor Dimitrov,66.0,32.0,-34.0,0.3,0.4,0
Joao Sousa,Casper Ruud,147.0,5.0,-142.0,0.3,0.7,0
Hubert Hurkacz,Carlos Alcaraz,10.0,16.0,6.0,0.8,0.9,0
Cameron Norrie,Felix Auger Aliassime,11.0,9.0,-2.0,0.8,0.4,0
Alejandro Davidovich Fokina,Miomir Kecmanovic,31.0,28.0,-3.0,0.5,0.5,0
Mikael Ymer,Mackenzie Mcdonald,77.0,63.0,-14.0,0.5,0.6,1
Lorenzo Sonego,Cristian Garin,45.0,86.0,41.0,0.7,0.7,0
Holger Rune,Arthur Cazaux,8.0,122.0,114.0,0.7,0.16666666666666666,0
Daniel Evans,Botic Van De Zandschulp,28.0,65.0,37.0,0.5,0.2,1
Casper Ruud,Francisco Cerundolo,4.0,31.0,27.0,0.7,0.7,1
Quentin Halys,Alexei Popyrin,66.0,75.0,9.0,0.6,0.5,1
Cameron Norrie,Jiri Lehecka,12.0,71.0,59.0,0.8,0.6,0
Luciano Darderi,Flavio Cobolli,34.0,31.0,-3.0,0.5,0.6,0
Flavio Cobolli,Pavel Kotov,100.0,65.0,-35.0,0.4,0.7,1
Taylor Fritz,Max Purcell,13.0,94.0,81.0,0.7,0.2,1
Dominic Thiem,Hubert Hurkacz,132.0,11.0,-121.0,0.6,0.5,1
Maxime Cressy,Grigor Dimitrov,64.0,20.0,-44.0,0.3,0.6,0
Duje Ajdukovic,Luca Van Assche,130.0,104.0,-26.0,0.2222222222222222,0.3,1
Alexander Zverev,David Goffin,3.0,66.0,63.0,0.7,0.8,0
Daniel Altmaier,Joao Sousa,85.0,137.0,52.0,0.5,0.1,0
Flavio Cobolli,Roberto Carballes Baena,62.0,64.0,2.0,0.6,0.3,0
Federico Coria,Dusan Lajovic,65.0,37.0,-28.0,0.4,0.4,1
Coleman Wong,Yibing Wu,141.0,566.0,425.0,0.5,0.3,1
Tommy Paul,Vasek Pospisil,34.0,147.0,113.0,0.7,0.4,1
Richard Gasquet,Ugo Humbert,75.0,40.0,-35.0,0.3,0.2,1
Lorenzo Musetti,Gabriel Diallo,18.0,158.0,140.0,0.6,0.16666666666666666,0
Liam Broady,Pedro Cachin,108.0,70.0,-38.0,0.5,0.6,1
Corentin Moutet,Laslo Djere,92.0,52.0,-40.0,0.3,0.4,0
Corentin Moutet,Roberto Carballes Baena,69.0,55.0,-14.0,0.4,0.5,0
Federico Coria,Daniel Elahi Galan,78.0,113.0,35.0,0.4,0.4,0
Yibing Wu,Richard Gasquet,57.0,44.0,-13.0,0.6,0.4,1
Sebastian Baez,Thiago Monteiro,78.0,107.0,29.0,0.6,0.5,1
Alexander Zverev,Alexei Popyrin,4.0,63.0,59.0,0.8,0.5,1
Pedro Martinez,Cristian Garin,76.0,98.0,22.0,0.4,0.3,1
